CELL_ID,GRID_ID,,,RSRP,,
22744275,11635620|4008600,11635620,4008600,-81.43,116.3562,40.086
23903945,11659960|4019240,11659960,4019240,-91.04,116.5996,40.1924
18362369,11637200|3988780,11637200,3988780,-85.85,116.372,39.8878
5049091,11669660|3967580,11669660,3967580,-88.9,116.6966,39.6758
22221564,11653760|4024660,11653760,4024660,-93.57,116.5376,40.2466
22917323,11640580|4005080,11640580,4005080,-80.67,116.4058,40.0508
22830538,11673200|4032880,11673200,4032880,-90.82,116.732,40.3288
126886531,11673200|4013260,11673200,4013260,-87.73,116.732,40.1326
24539860,11670960|3988680,11670960,3988680,-104.19,116.7096,39.8868
20602115,11654920|3975400,11654920,3975400,-94.8,116.5492,39.754
25235146,11695680|4010880,11695680,4010880,-98.35,116.9568,40.1088
126895499,11648940|4017020,11648940,4017020,-96.49,116.4894,40.1702
23818448,11639440|3999080,11639440,3999080,-86.18,116.3944,39.9908
20816385,11658780|4000220,11658780,4000220,-89,116.5878,40.0022
4287491,11690480|3978640,11690480,3978640,-92.14,116.9048,39.7864
24003536,11633920|3993120,11633920,3993120,-81.72,116.3392,39.9312
129855108,11609360|3971920,11609360,3971920,-91.75,116.0936,39.7192
129116551,11642280|3994000,11642280,3994000,-80.15,116.4228,39.94
22844885,11670480|4013260,11670480,4013260,-83.89,116.7048,40.1326
19311362,11647620|3992960,11647620,3992960,-99.62,116.4762,39.9296
20579842,11701980|4026840,11701980,4026840,-98.43,117.0198,40.2684
129804419,11709140|4015980,11709140,4015980,-101.94,117.0914,40.1598
19189261,11663740|4033220,11663740,4033220,-104.93,116.6374,40.3322
126901125,11675600|4023040,11675600,4023040,-100.54,116.756,40.2304
24007114,11635840|3981400,11635840,3981400,-89.02,116.3584,39.814
22312137,11684400|3972740,11684400,3972740,-83.45,116.844,39.7274
24511689,11717440|4012080,11717440,4012080,-86.66,117.1744,40.1208
127212421,11683160|3973940,11683160,3973940,-96.93,116.8316,39.7394
127465104,11635940|4008560,11635940,4008560,-93.71,116.3594,40.0856
18594562,11633420|3982780,11633420,3982780,-90.04,116.3342,39.8278
20532225,11681520|3976320,11681520,3976320,-82.57,116.8152,39.7632
18925325,11639820|3983100,11639820,3983100,-83.65,116.3982,39.831
127346307,11662400|3964540,11662400,3964540,-74.29,116.624,39.6454
20205569,11642040|3966640,11642040,3966640,-91.67,116.4204,39.6664
22355913,11649600|3973680,11649600,3973680,-98.77,116.496,39.7368
127012228,11645520|4001840,11645520,4001840,-102,116.4552,40.0184
4307458,11704040|4027160,11704040,4027160,-94.08,117.0404,40.2716
18518019,11611500|3972940,11611500,3972940,-78.66,116.115,39.7294
22415050,11707780|4017820,11707780,4017820,-84.96,117.0778,40.1782
18972174,11642500|3985080,11642500,3985080,-96.05,116.425,39.8508
20592898,11678900|3972200,11678900,3972200,-98.32,116.789,39.722
22183371,11654340|4029060,11654340,4029060,-95.43,116.5434,40.2906
22817225,11674020|4033080,11674020,4033080,-102.45,116.7402,40.3308
25215945,11684000|3974620,11684000,3974620,-85.2,116.84,39.7462
19406387,11657920|4006560,11657920,4006560,-93.01,116.5792,40.0656
126970245,11654100|3994620,11654100,3994620,-63.05,116.541,39.9462
18927381,11711460|4015680,11711460,4015680,-84.53,117.1146,40.1568
25204937,11682420|3973520,11682420,3973520,-99.94,116.8242,39.7352
19539457,11642720|4004860,11642720,4004860,-96.18,116.4272,40.0486
5052931,11666700|3986820,11666700,3986820,-86.52,116.667,39.8682
5055746,11675460|3999600,11675460,3999600,-104.89,116.7546,39.996
20520962,11660780|4002420,11660780,4002420,-94.05,116.6078,40.0242
23928009,11696160|4014800,11696160,4014800,-95.03,116.9616,40.148
23012555,11674380|4033220,11674380,4033220,-89.5,116.7438,40.3322
226600906,11711180|4015800,11711180,4015800,-99.04,117.1118,40.158
22321353,11671640|3994420,11671640,3994420,-98.25,116.7164,39.9442
20520962,11660600|4002380,11660600,4002380,-101.27,116.606,40.0238
126901125,11674380|4024080,11674380,4024080,-100.75,116.7438,40.2408
226907082,11640040|3983120,11640040,3983120,-95,116.4004,39.8312
23894985,11688960|4015780,11688960,4015780,-91,116.8896,40.1578
23931083,11652000|4016300,11652000,4016300,-97.73,116.52,40.163
20621057,11669940|3966440,11669940,3966440,-87.9,116.6994,39.6644
25263307,11674000|4033080,11674000,4033080,-95.89,116.74,40.3308
18933250,11652200|3980700,11652200,3980700,-73.97,116.522,39.807
18933250,11652300|3980620,11652300,3980620,-91.85,116.523,39.8062
129091205,11678400|4006780,11678400,4006780,-98.5,116.784,40.0678
20535347,11669900|3980720,11669900,3980720,-98.34,116.699,39.8072
20907523,11658060|4023840,11658060,4023840,-92.33,116.5806,40.2384
127111555,11698900|4041860,11698900,4041860,-105.2,116.989,40.4186
23884234,11641700|4003640,11641700,4003640,-103.99,116.417,40.0364
127782275,11641700|3983060,11641700,3983060,-76.98,116.417,39.8306
22229206,11650480|4009160,11650480,4009160,-100.33,116.5048,40.0916
227149003,11642500|3983500,11642500,3983500,-92.8,116.425,39.835
20799491,11678480|4020080,11678480,4020080,-96,116.7848,40.2008
23062475,11633600|3981240,11633600,3981240,-95.11,116.336,39.8124
18889731,11708440|4015020,11708440,4015020,-92.07,117.0844,40.1502
25219787,11685720|4005640,11685720,4005640,-88.64,116.8572,40.0564
25235146,11695640|4010940,11695640,4010940,-103.98,116.9564,40.1094
25620171,11654420|3984400,11654420,3984400,-94.13,116.5442,39.844
19185420,11663680|4033240,11663680,4033240,-101.33,116.6368,40.3324
17950469,11636760|3993140,11636760,3993140,-83.13,116.3676,39.9314
127322499,11639100|3986960,11639100,3986960,-88.63,116.391,39.8696
127174275,11711180|4015980,11711180,4015980,-96.03,117.1118,40.1598
127778179,11639940|3983100,11639940,3983100,-86.94,116.3994,39.831
129046148,11649420|3989180,11649420,3989180,-82.63,116.4942,39.8918
22262986,11664240|4032200,11664240,4032200,-76.73,116.6424,40.322
22372043,11651920|3976360,11651920,3976360,-83.5,116.5192,39.7636
19320067,11668660|4036800,11668660,4036800,-98.16,116.6866,40.368
18700084,11643000|3992060,11643000,3992060,-98.19,116.43,39.9206
25281481,11662120|3992520,11662120,3992520,-75.13,116.6212,39.9252
20841218,11664760|4005360,11664760,4005360,-81.81,116.6476,40.0536
22431953,11640880|3983660,11640880,3983660,-83.24,116.4088,39.8366
22848207,11664000|4017880,11664000,4017880,-92.75,116.64,40.1788
20495373,11655980|3989380,11655980,3989380,-93.82,116.5598,39.8938
129046149,11649380|3989240,11649380,3989240,-86.4,116.4938,39.8924
20841219,11664660|4005500,11664660,4005500,-79.5,116.6466,40.055
20550923,11656360|3989300,11656360,3989300,-88.87,116.5636,39.893
5052931,11666700|3986800,11666700,3986800,-82.15,116.667,39.868
23067083,11673440|3985680,11673440,3985680,-87.8,116.7344,39.8568
22224841,11687480|4015920,11687480,4015920,-99.82,116.8748,40.1592
129740163,11641000|4005880,11641000,4005880,-85.95,116.41,40.0588
18429185,11612960|3973040,11612960,3973040,-87.72,116.1296,39.7304
18362373,11636840|3988660,11636840,3988660,-90.32,116.3684,39.8866
23908297,11680860|4015040,11680860,4015040,-90.63,116.8086,40.1504
25281481,11662120|3992560,11662120,3992560,-83.16,116.6212,39.9256
22858492,11653480|4024520,11653480,4024520,-93.64,116.5348,40.2452
20621057,11669960|3966440,11669960,3966440,-89.39,116.6996,39.6644
22864074,11656860|4012880,11656860,4012880,-102.76,116.5686,40.1288
226596861,11636700|3990580,11636700,3990580,-84.95,116.367,39.9058
18639631,11607480|3971520,11607480,3971520,-87.03,116.0748,39.7152
20804609,11682200|4007820,11682200,4007820,-98.36,116.822,40.0782
23832777,11645280|3999120,11645280,3999120,-95.34,116.4528,39.9912
22851018,11661680|4013200,11661680,4013200,-84.5,116.6168,40.132
22229203,11650580|4009440,11650580,4009440,-94.08,116.5058,40.0944
20844545,11677880|4020980,11677880,4020980,-93.64,116.7788,40.2098
20592898,11679900|3972480,11679900,3972480,-98.01,116.799,39.7248
127229060,11670680|3983760,11670680,3983760,-105.36,116.7068,39.8376
20959028,11643440|3992560,11643440,3992560,-74.05,116.4344,39.9256
22999755,11648240|4017660,11648240,4017660,-85,116.4824,40.1766
25204939,11680080|3972520,11680080,3972520,-95.31,116.8008,39.7252
19112200,11644380|3994640,11644380,3994640,-93.35,116.4438,39.9464
19052546,11670140|3987360,11670140,3987360,-97.38,116.7014,39.8736
20335874,11649540|3973580,11649540,3973580,-93.42,116.4954,39.7358
20804867,11681600|4008420,11681600,4008420,-94.54,116.816,40.0842
126918532,11689160|4005860,11689160,4005860,-89.22,116.8916,40.0586
23265749,11628980|3977580,11628980,3977580,-90.23,116.2898,39.7758
20580108,11710740|4012340,11710740,4012340,-88.88,117.1074,40.1234
20535811,11681420|3984340,11681420,3984340,-87.45,116.8142,39.8434
4434188,11627960|3972080,11627960,3972080,-96.26,116.2796,39.7208
22996939,11682640|4020280,11682640,4020280,-97.08,116.8264,40.2028
22054602,11654820|3984440,11654820,3984440,-88.64,116.5482,39.8444
127168900,11709620|4011480,11709620,4011480,-89.88,117.0962,40.1148
19373826,11663260|4009880,11663260,4009880,-88.76,116.6326,40.0988
18433283,11613300|3973500,11613300,3973500,-84.76,116.133,39.735
22575305,11611580|3972940,11611580,3972940,-83.54,116.1158,39.7294
22221513,11653680|4024620,11653680,4024620,-87.78,116.5368,40.2462
20495873,11654240|3989380,11654240,3989380,-91.25,116.5424,39.8938
19383554,11655740|4033420,11655740,4033420,-101,116.5574,40.3342
18563585,11636480|3981080,11636480,3981080,-77.5,116.3648,39.8108
4432129,11648300|3979820,11648300,3979820,-100.92,116.483,39.7982
20481795,11680260|3972560,11680260,3972560,-89.82,116.8026,39.7256
23961803,11638520|3974200,11638520,3974200,-96.21,116.3852,39.742
18947841,11660880|3990420,11660880,3990420,-88.29,116.6088,39.9042
20532225,11683120|3975840,11683120,3975840,-95.15,116.8312,39.7584
18568194,11628120|3986420,11628120,3986420,-83.04,116.2812,39.8642
22359499,11651240|3973540,11651240,3973540,-97.42,116.5124,39.7354
20848908,11660620|3986860,11660620,3986860,-89.07,116.6062,39.8686
227415241,11649740|3998620,11649740,3998620,-88.94,116.4974,39.9862
20580355,11711180|4015760,11711180,4015760,-89.83,117.1118,40.1576
20401154,11630220|3987440,11630220,3987440,-94.97,116.3022,39.8744
19035907,11657280|3965540,11657280,3965540,-97.73,116.5728,39.6554
19453953,11661820|4021280,11661820,4021280,-88.65,116.6182,40.2128
20532226,11683300|3974020,11683300,3974020,-99.2,116.833,39.7402
22985930,11656440|3986540,11656440,3986540,-93.27,116.5644,39.8654
23036618,11676880|4027820,11676880,4027820,-88.67,116.7688,40.2782
18795276,11662620|3989080,11662620,3989080,-103.43,116.6262,39.8908
20575233,11717000|4012600,11717000,4012600,-93.98,117.17,40.126
20863490,11654700|4016660,11654700,4016660,-94.26,116.547,40.1666
20413443,11627320|3979720,11627320,3979720,-97.36,116.2732,39.7972
19009281,11666220|3987960,11666220,3987960,-94.4,116.6622,39.8796
226493385,11570400|3957020,11570400,3957020,-103.47,115.704,39.5702
129142917,11639520|3983160,11639520,3983160,-81.48,116.3952,39.8316
19110146,11642780|3994920,11642780,3994920,-76.2,116.4278,39.9492
19328769,11667940|4037960,11667940,4037960,-97.03,116.6794,40.3796
25884618,11628960|3977620,11628960,3977620,-86.85,116.2896,39.7762
20598018,11678960|3972480,11678960,3972480,-97.41,116.7896,39.7248
19383555,11654900|4033700,11654900,4033700,-79.87,116.549,40.337
19110146,11642800|3994940,11642800,3994940,-86.47,116.428,39.9494
127364739,11715600|4011980,11715600,4011980,-95.5,117.156,40.1198
20812043,11656240|3989320,11656240,3989320,-93.04,116.5624,39.8932
18816268,11651000|3986500,11651000,3986500,-101.14,116.51,39.865
126891908,11648560|4011400,11648560,4011400,-89.14,116.4856,40.114
22231241,11659560|4020280,11659560,4020280,-102.52,116.5956,40.2028
4421635,11648780|3980380,11648780,3980380,-84.61,116.4878,39.8038
25221321,11675160|4006320,11675160,4006320,-89.09,116.7516,40.0632
20454402,11648440|3990600,11648440,3990600,-94.1,116.4844,39.906
127730053,11646400|4001920,11646400,4001920,-77.52,116.464,40.0192
25204937,11681860|3973260,11681860,3973260,-86.52,116.8186,39.7326
129222027,11630760|3984320,11630760,3984320,-83.22,116.3076,39.8432
126664325,11675100|4011380,11675100,4011380,-97.15,116.751,40.1138
22575305,11611720|3973100,11611720,3973100,-91.09,116.1172,39.731
127169156,11706840|4013100,11706840,4013100,-95.38,117.0684,40.131
19081732,11637780|3996820,11637780,3996820,-96.94,116.3778,39.9682
25263307,11674120|4033140,11674120,4033140,-95.07,116.7412,40.3314
4907267,11636780|3990520,11636780,3990520,-93.27,116.3678,39.9052
20560387,11642320|3977460,11642320,3977460,-91.34,116.4232,39.7746
25263307,11673980|4033080,11673980,4033080,-96.13,116.7398,40.3308
22175690,11675100|4010340,11675100,4010340,-97.21,116.751,40.1034
23096778,11717720|4019340,11717720,4019340,-93.1,117.1772,40.1934
129179012,11648060|3979000,11648060,3979000,-85.56,116.4806,39.79
20844545,11677960|4020540,11677960,4020540,-97.55,116.7796,40.2054
227284683,11639480|3982740,11639480,3982740,-69.06,116.3948,39.8274
20483084,11665140|3992600,11665140,3992600,-75.46,116.6514,39.926
19021581,11648020|3969960,11648020,3969960,-94.2,116.4802,39.6996
23012555,11674220|4033160,11674220,4033160,-91.08,116.7422,40.3316
17950472,11636640|3993220,11636640,3993220,-88.77,116.3664,39.9322
20602115,11654280|3976260,11654280,3976260,-98.38,116.5428,39.7626
20948745,11649320|3987100,11649320,3987100,-93.37,116.4932,39.871
19071746,11678560|3976080,11678560,3976080,-98.92,116.7856,39.7608
19349763,11647640|4005360,11647640,4005360,-97.71,116.4764,40.0536
20809218,11674540|4022800,11674540,4022800,-99.76,116.7454,40.228
227128265,11649080|3980300,11649080,3980300,-83.68,116.4908,39.803
19190785,11667360|4026560,11667360,4026560,-99.73,116.6736,40.2656
19328258,11663860|4029820,11663860,4029820,-94.26,116.6386,40.2982
19105033,11641500|3993980,11641500,3993980,-87.43,116.415,39.9398
20452609,11658800|3989320,11658800,3989320,-89.8,116.588,39.8932
22816715,11669080|4041940,11669080,4041940,-98.96,116.6908,40.4194
22375117,11641540|3985400,11641540,3985400,-94.54,116.4154,39.854
11124356,11649420|3989100,11649420,3989100,-81.78,116.4942,39.891
23102411,11717700|4012480,11717700,4012480,-96.02,117.177,40.1248
18770949,11639380|3986340,11639380,3986340,-90.21,116.3938,39.8634
22229466,11669800|4013560,11669800,4013560,-92.77,116.698,40.1356
24007114,11635920|3981400,11635920,3981400,-86.66,116.3592,39.814
22815690,11663020|4027300,11663020,4027300,-89.8,116.6302,40.273
24027339,11702040|4008420,11702040,4008420,-89.83,117.0204,40.0842
18992641,11654300|3980980,11654300,3980980,-96.96,116.543,39.8098
20799490,11679240|4020180,11679240,4020180,-86.33,116.7924,40.2018
22278346,11705480|4006960,11705480,4006960,-89.49,117.0548,40.0696
228406987,11637600|3975100,11637600,3975100,-83.53,116.376,39.751
227159243,11641580|3998440,11641580,3998440,-90.88,116.4158,39.9844
129071491,11691620|4015200,11691620,4015200,-91.33,116.9162,40.152
19376652,11663540|4012840,11663540,4012840,-87,116.6354,40.1284
18814989,11651000|3986580,11651000,3986580,-105,116.51,39.8658
18870284,11639480|3983000,11639480,3983000,-73.81,116.3948,39.83
22415563,11702180|4014200,11702180,4014200,-85.42,117.0218,40.142
4425473,11658040|3970020,11658040,3970020,-103.87,116.5804,39.7002
22263241,11664800|4026500,11664800,4026500,-81.38,116.648,40.265
226895299,11713260|4010440,11713260,4010440,-97.71,117.1326,40.1044
22485961,11624200|3987440,11624200,3987440,-99.27,116.242,39.8744
127001731,11661700|3986840,11661700,3986840,-89.25,116.617,39.8684
20803329,11687260|4010600,11687260,4010600,-97.56,116.8726,40.106
20495373,11656460|3989240,11656460,3989240,-94.58,116.5646,39.8924
25106122,11653040|3979020,11653040,3979020,-95.94,116.5304,39.7902
20945409,11653680|4041580,11653680,4041580,-83.08,116.5368,40.4158
22231241,11659500|4020300,11659500,4020300,-102.78,116.595,40.203
18925325,11639480|3983200,11639480,3983200,-70.94,116.3948,39.832
19387650,11685300|4045520,11685300,4045520,-99.91,116.853,40.4552
22187467,11664200|4018520,11664200,4018520,-90.4,116.642,40.1852
22261450,11653700|4042040,11653700,4042040,-90.39,116.537,40.4204
24515018,11700820|4022860,11700820,4022860,-85.68,117.0082,40.2286
18488322,11620040|3975020,11620040,3975020,-98.93,116.2004,39.7502
18943745,11648280|3977640,11648280,3977640,-89.34,116.4828,39.7764
24527563,11714080|4013080,11714080,4013080,-81.73,117.1408,40.1308
20765200,11645440|4003920,11645440,4003920,-91.26,116.4544,40.0392
18961175,11714100|4015920,11714100,4015920,-99.79,117.141,40.1592
20743681,11684060|4013060,11684060,4013060,-104.06,116.8406,40.1306
22864074,11656880|4012980,11656880,4012980,-102.41,116.5688,40.1298
126889605,11670880|4026360,11670880,4026360,-85.86,116.7088,40.2636
127009155,11654460|3995540,11654460,3995540,-101.94,116.5446,39.9554
228113867,11667540|3990680,11667540,3990680,-90.71,116.6754,39.9068
20580355,11711580|4016120,11711580,4016120,-84.86,117.1158,40.1612
20804609,11682660|4007740,11682660,4007740,-101.93,116.8266,40.0774
22961875,11641600|4003660,11641600,4003660,-88.27,116.416,40.0366
19384835,11664260|4033460,11664260,4033460,-97,116.6426,40.3346
19190785,11667600|4026200,11667600,4026200,-100.4,116.676,40.262
23033083,11650400|4020900,11650400,4020900,-90.88,116.504,40.209
227274697,11639340|3986380,11639340,3986380,-87.6,116.3934,39.8638
23028179,11669600|4013100,11669600,4013100,-105.4,116.696,40.131
23206858,11654100|3973320,11654100,3973320,-89.85,116.541,39.7332
19052545,11670360|3987420,11670360,3987420,-96.85,116.7036,39.8742
22818251,11669120|4041920,11669120,4041920,-98.55,116.6912,40.4192
23251403,11631060|3976680,11631060,3976680,-81.12,116.3106,39.7668
11049091,11652180|3976180,11652180,3976180,-88.05,116.5218,39.7618
20804609,11682140|4007580,11682140,4007580,-87,116.8214,40.0758
20796673,11680660|4004580,11680660,4004580,-92.9,116.8066,40.0458
19343875,11664920|4031560,11664920,4031560,-80.5,116.6492,40.3156
20580609,11711780|4015640,11711780,4015640,-88.08,117.1178,40.1564
22234059,11680760|4004680,11680760,4004680,-88.56,116.8076,40.0468
20616978,11670040|3988440,11670040,3988440,-92,116.7004,39.8844
20866563,11669640|4004020,11669640,4004020,-83.76,116.6964,40.0402
22815740,11662640|4026720,11662640,4026720,-99.67,116.6264,40.2672
19027202,11649540|3973740,11649540,3973740,-91.39,116.4954,39.7374
19190785,11667000|4026560,11667000,4026560,-92.33,116.67,40.2656
24529866,11690740|3978960,11690740,3978960,-96.93,116.9074,39.7896
18670081,11630160|3978160,11630160,3978160,-86.66,116.3016,39.7816
20641025,11712100|4012760,11712100,4012760,-81.73,117.121,40.1276
127038856,11637440|3997040,11637440,3997040,-89.85,116.3744,39.9704
22864075,11656400|4013000,11656400,4013000,-88.89,116.564,40.13
127781507,11642120|3990380,11642120,3990380,-71.16,116.4212,39.9038
25608395,11651980|4001740,11651980,4001740,-86,116.5198,40.0174
228506820,11657860|4006980,11657860,4006980,-101,116.5786,40.0698
20452610,11658480|3988540,11658480,3988540,-85.83,116.5848,39.8854
25611722,11657020|4003320,11657020,4003320,-88.99,116.5702,40.0332
20812043,11656220|3989320,11656220,3989320,-88.05,116.5622,39.8932
20335874,11650660|3973800,11650660,3973800,-91.05,116.5066,39.738
127231109,11664900|3986200,11664900,3986200,-92.9,116.649,39.862
19034370,11717100|4012460,11717100,4012460,-88.57,117.171,40.1246
23129290,11627640|3986500,11627640,3986500,-84.85,116.2764,39.865
23908554,11675080|4011480,11675080,4011480,-99.46,116.7508,40.1148
19363585,11660440|4011560,11660440,4011560,-88.09,116.6044,40.1156
22221787,11664220|4018500,11664220,4018500,-96.87,116.6422,40.185
127169156,11704680|4011440,11704680,4011440,-93.43,117.0468,40.1144
22415306,11704040|4014820,11704040,4014820,-95.63,117.0404,40.1482
20803842,11690380|4010140,11690380,4010140,-84.71,116.9038,40.1014
23932362,11680620|4019140,11680620,4019140,-104,116.8062,40.1914
20580108,11710960|4012040,11710960,4012040,-89.47,117.1096,40.1204
19363585,11660180|4011520,11660180,4011520,-84.48,116.6018,40.1152
20454401,11648360|3990600,11648360,3990600,-97.46,116.4836,39.906
19383554,11655640|4033420,11655640,4033420,-81,116.5564,40.3342
20924162,11654540|3985260,11654540,3985260,-100.25,116.5454,39.8526
20629763,11677560|3972120,11677560,3972120,-84.7,116.7756,39.7212
20492801,11704280|4014560,11704280,4014560,-91,117.0428,40.1456
19385869,11663660|4029340,11663660,4029340,-82.43,116.6366,40.2934
22413514,11711480|4010740,11711480,4010740,-85.07,117.1148,40.1074
19384835,11664540|4033320,11664540,4033320,-104.69,116.6454,40.3332
24031691,11718900|4015160,11718900,4015160,-83.4,117.189,40.1516
228517834,11660420|4015060,11660420,4015060,-94.36,116.6042,40.1506
127292035,11630680|3984340,11630680,3984340,-68.59,116.3068,39.8434
20533044,11669900|3980760,11669900,3980760,-100.49,116.699,39.8076
18957837,11712640|4015280,11712640,4015280,-74.54,117.1264,40.1528
127264910,11655540|3976600,11655540,3976600,-95.25,116.5554,39.766
227170251,11644840|3983560,11644840,3983560,-91.91,116.4484,39.8356
126918532,11689280|4005860,11689280,4005860,-85.07,116.8928,40.0586
17957901,11639320|4007840,11639320,4007840,-89,116.3932,40.0784
127364739,11715600|4012020,11715600,4012020,-99,117.156,40.1202
127049860,11644420|3991940,11644420,3991940,-87.53,116.4442,39.9194
24469194,11665640|3965380,11665640,3965380,-94.87,116.6564,39.6538
20864003,11670860|4006160,11670860,4006160,-104.17,116.7086,40.0616
20840961,11664780|4005320,11664780,4005320,-75.32,116.6478,40.0532
20745731,11657380|4020500,11657380,4020500,-96.21,116.5738,40.205
20481795,11678740|3972160,11678740,3972160,-92,116.7874,39.7216
18781442,11638940|3983720,11638940,3983720,-92.25,116.3894,39.8372
19343875,11664560|4031980,11664560,4031980,-94.39,116.6456,40.3198
24532683,11690680|3978860,11690680,3978860,-96.01,116.9068,39.7886
19002128,11671380|3986200,11671380,3986200,-100.53,116.7138,39.862
18312707,11636820|3988660,11636820,3988660,-87.97,116.3682,39.8866
20908290,11691660|4015200,11691660,4015200,-94.5,116.9166,40.152
129166467,11703740|4027140,11703740,4027140,-91,117.0374,40.2714
23036618,11678900|4028100,11678900,4028100,-103.5,116.789,40.281
19387649,11684700|4045980,11684700,4045980,-95.96,116.847,40.4598
20641795,11702040|4008400,11702040,4008400,-91.91,117.0204,40.084
22306251,11660840|4002460,11660840,4002460,-87.93,116.6084,40.0246
23231689,11690500|3978680,11690500,3978680,-99.24,116.905,39.7868
22458057,11644580|3978660,11644580,3978660,-88.03,116.4458,39.7866
129179012,11647920|3979160,11647920,3979160,-77.07,116.4792,39.7916
18795276,11662640|3989140,11662640,3989140,-94.14,116.6264,39.8914
129030538,11637380|3997160,11637380,3997160,-95.27,116.3738,39.9716
18562819,11624400|3985140,11624400,3985140,-94.56,116.244,39.8514
22263753,11664180|4032940,11664180,4032940,-92.95,116.6418,40.3294
22963668,11644100|4001740,11644100,4001740,-82.64,116.441,40.0174
19070465,11671480|3968860,11671480,3968860,-90.13,116.7148,39.6886
18594563,11633600|3983000,11633600,3983000,-82.42,116.336,39.83
127730053,11646120|4001240,11646120,4001240,-84.17,116.4612,40.0124
227128267,11648420|3980080,11648420,3980080,-78.63,116.4842,39.8008
227366349,11646480|3980920,11646480,3980920,-100.33,116.4648,39.8092
19363585,11660380|4011480,11660380,4011480,-100.77,116.6038,40.1148
129067909,11661120|4016160,11661120,4016160,-85.33,116.6112,40.1616
22273021,11663740|4029920,11663740,4029920,-98.71,116.6374,40.2992
18517000,11634960|3991580,11634960,3991580,-85.06,116.3496,39.9158
24515018,11700520|4024460,11700520,4024460,-101.37,117.0052,40.2446
127227012,11685900|3973500,11685900,3973500,-93.74,116.859,39.735
25214666,11685620|3973800,11685620,3973800,-79.02,116.8562,39.738
18220291,11597200|4050680,11597200,4050680,-95.63,115.972,40.5068
19189249,11664200|4032980,11664200,4032980,-94,116.642,40.3298
24526282,11699680|4016800,11699680,4016800,-100.64,116.9968,40.168
129803909,11721620|4016500,11721620,4016500,-99.06,117.2162,40.165
22994377,11656400|4024480,11656400,4024480,-98.03,116.564,40.2448
19005953,11656140|3975120,11656140,3975120,-94.74,116.5614,39.7512
23202761,11650920|3980560,11650920,3980560,-97.37,116.5092,39.8056
18556673,11631940|3982940,11631940,3982940,-86.73,116.3194,39.8294
22217163,11676780|4034320,11676780,4034320,-91.5,116.7678,40.3432
126918532,11688480|4005760,11688480,4005760,-84.16,116.8848,40.0576
227173321,11645540|3982380,11645540,3982380,-77.69,116.4554,39.8238
22817226,11673260|4032820,11673260,4032820,-89,116.7326,40.3282
23925962,11657680|4011420,11657680,4011420,-105.93,116.5768,40.1142
11235205,11633460|3982240,11633460,3982240,-87.99,116.3346,39.8224
23929290,11674260|4007220,11674260,4007220,-100.9,116.7426,40.0722
11231620,11700840|4010220,11700840,4010220,-86.86,117.0084,40.1022
228506820,11657880|4006920,11657880,4006920,-101.29,116.5788,40.0692
23885259,11657340|4020620,11657340,4020620,-91.94,116.5734,40.2062
25263307,11674260|4033180,11674260,4033180,-90.2,116.7426,40.3318
20463618,11719380|4015420,11719380,4015420,-100.73,117.1938,40.1542
22822091,11635780|4039520,11635780,4039520,-78.68,116.3578,40.3952
126890885,11649960|4020180,11649960,4020180,-92.9,116.4996,40.2018
226701513,11657400|4020580,11657400,4020580,-94.53,116.574,40.2058
19190785,11667400|4026580,11667400,4026580,-86.55,116.674,40.2658
5052931,11666400|3986920,11666400,3986920,-100.5,116.664,39.8692
11231620,11700820|4010240,11700820,4010240,-95.75,117.0082,40.1024
11124356,11648940|3989160,11648940,3989160,-82,116.4894,39.8916
22271690,11662680|4026820,11662680,4026820,-101.11,116.6268,40.2682
20463617,11717920|4014020,11717920,4014020,-93.18,117.1792,40.1402
227768522,11647640|4000420,11647640,4000420,-79.56,116.4764,40.0042
126986628,11649160|3992160,11649160,3992160,-85.85,116.4916,39.9216
20779777,11662620|3998860,11662620,3998860,-106.78,116.6262,39.9886
22276298,11712220|4015000,11712220,4015000,-83.11,117.1222,40.15
22859211,11675580|4023060,11675580,4023060,-101.67,116.7558,40.2306
126976133,11660260|3989320,11660260,3989320,-84.83,116.6026,39.8932
22815683,11662320|4026760,11662320,4026760,-98.57,116.6232,40.2676
25240523,11656620|4010220,11656620,4010220,-96,116.5662,40.1022
22251721,11670980|4030420,11670980,4030420,-96.55,116.7098,40.3042
18565891,11625140|3985700,11625140,3985700,-105.69,116.2514,39.857
24511433,11717220|4012280,11717220,4012280,-95.44,117.1722,40.1228
23554762,11602300|3978800,11602300,3978800,-89.88,116.023,39.788
19376652,11663240|4012740,11663240,4012740,-103.6,116.6324,40.1274
25263307,11673320|4032360,11673320,4032360,-89.82,116.7332,40.3236
23036874,11664700|4007060,11664700,4007060,-87.37,116.647,40.0706
23885259,11657360|4020640,11657360,4020640,-97.25,116.5736,40.2064
22221564,11653740|4024640,11653740,4024640,-91.09,116.5374,40.2464
19160840,11642860|4002100,11642860,4002100,-84.11,116.4286,40.021
226493385,11570480|3957620,11570480,3957620,-85.72,115.7048,39.5762
22815955,11670320|4027800,11670320,4027800,-99.68,116.7032,40.278
22294475,11701080|4007120,11701080,4007120,-82.75,117.0108,40.0712
20755202,11680740|4035020,11680740,4035020,-103.04,116.8074,40.3502
129091204,11678360|4006820,11678360,4006820,-83.33,116.7836,40.0682
20844545,11678000|4019840,11678000,4019840,-96.22,116.78,40.1984
