CELL_ID,GRID_ID,,,RSRP,,
18950147,11659100|3983800,11659100,3983800,-87.24,116.591,39.838
23066827,11668120|3988460,11668120,3988460,-101.18,116.6812,39.8846
22272971,11663620|4029900,11663620,4029900,-98.1,116.6362,40.299
20452611,11657380|3989260,11657380,3989260,-97.9,116.5738,39.8926
10686340,11630560|3987080,11630560,3987080,-88.06,116.3056,39.8708
227415241,11649800|3998620,11649800,3998620,-85.24,116.498,39.9862
22273021,11663680|4029820,11663680,4029820,-87.92,116.6368,40.2982
127099781,11663140|4033160,11663140,4033160,-95.16,116.6314,40.3316
24511433,11717080|4012240,11717080,4012240,-86.85,117.1708,40.1224
227750089,11683860|4037500,11683860,4037500,-80.04,116.8386,40.375
22815690,11662640|4026780,11662640,4026780,-105.2,116.6264,40.2678
20607745,11682140|3981140,11682140,3981140,-93,116.8214,39.8114
20592898,11678520|3973200,11678520,3973200,-79.38,116.7852,39.732
18996995,11707800|4015700,11707800,4015700,-97.4,117.078,40.157
24023234,11716660|4034720,11716660,4034720,-103,117.1666,40.3472
20550923,11656560|3989240,11656560,3989240,-96.82,116.5656,39.8924
20841219,11664660|4005520,11664660,4005520,-79.61,116.6466,40.0552
18328839,11635700|3990820,11635700,3990820,-77.45,116.357,39.9082
19005953,11656340|3975120,11656340,3975120,-94.08,116.5634,39.7512
18508801,11628320|3986580,11628320,3986580,-97.9,116.2832,39.8658
19035907,11657080|3965640,11657080,3965640,-93,116.5708,39.6564
20592898,11678880|3972200,11678880,3972200,-96.72,116.7888,39.722
22859209,11676380|4022340,11676380,4022340,-96.17,116.7638,40.2234
22815690,11663040|4027320,11663040,4027320,-83.63,116.6304,40.2732
20463618,11718880|4015180,11718880,4015180,-84.75,117.1888,40.1518
127404165,11614140|3973340,11614140,3973340,-87.04,116.1414,39.7334
127782275,11641780|3983120,11641780,3983120,-85.64,116.4178,39.8312
20463617,11717620|4014040,11717620,4014040,-98.55,117.1762,40.1404
18870283,11639440|3983100,11639440,3983100,-83.7,116.3944,39.831
22175690,11675200|4010260,11675200,4010260,-105.25,116.752,40.1026
22231241,11659580|4020340,11659580,4020340,-104.06,116.5958,40.2034
20580611,11711360|4015840,11711360,4015840,-96.75,117.1136,40.1584
20907523,11659680|4023100,11659680,4023100,-94.51,116.5968,40.231
20840961,11664760|4005300,11664760,4005300,-84.4,116.6476,40.053
20532226,11682840|3973780,11682840,3973780,-97.38,116.8284,39.7378
23818448,11639340|3999020,11639340,3999020,-87.75,116.3934,39.9902
18472961,11635860|3981400,11635860,3981400,-88.98,116.3586,39.814
4225793,11597180|4050720,11597180,4050720,-96.09,115.9718,40.5072
127465104,11636020|4008600,11636020,4008600,-91.6,116.3602,40.086
23886793,11676980|4007120,11676980,4007120,-88.46,116.7698,40.0712
19071746,11678540|3976080,11678540,3976080,-100.56,116.7854,39.7608
24486612,11651380|3975720,11651380,3975720,-74.47,116.5138,39.7572
129740163,11641060|4006040,11641060,4006040,-71.09,116.4106,40.0604
227570121,11710460|4013900,11710460,4013900,-83.24,117.1046,40.139
24539867,11669820|3988000,11669820,3988000,-85.3,116.6982,39.88
19349763,11647640|4005280,11647640,4005280,-100.39,116.4764,40.0528
19385859,11663880|4029860,11663880,4029860,-89.27,116.6388,40.2986
25266939,11664760|4032880,11664760,4032880,-95,116.6476,40.3288
22815683,11663140|4026300,11663140,4026300,-96.67,116.6314,40.263
227374283,11639040|4000080,11639040,4000080,-80.54,116.3904,40.0008
22432202,11641980|3983080,11641980,3983080,-86.59,116.4198,39.8308
18243075,11636740|3996640,11636740,3996640,-80.56,116.3674,39.9664
18556673,11631980|3982940,11631980,3982940,-89.97,116.3198,39.8294
22817225,11673320|4032700,11673320,4032700,-102.63,116.7332,40.327
11507076,11718080|4016280,11718080,4016280,-89.59,117.1808,40.1628
227284681,11639520|3982680,11639520,3982680,-75,116.3952,39.8268
20797954,11675220|4010220,11675220,4010220,-108.57,116.7522,40.1022
227915468,11673240|3990000,11673240,3990000,-92.42,116.7324,39.9
23902411,11681880|4007540,11681880,4007540,-103.51,116.8188,40.0754
11209092,11652500|4019960,11652500,4019960,-98.85,116.525,40.1996
226822857,11667760|4011480,11667760,4011480,-92.04,116.6776,40.1148
20796417,11654100|4008280,11654100,4008280,-90.9,116.541,40.0828
25106122,11653660|3978780,11653660,3978780,-97.75,116.5366,39.7878
227202250,11646620|3996820,11646620,3996820,-89.26,116.4662,39.9682
25633483,11646740|3994980,11646740,3994980,-93.15,116.4674,39.9498
22963668,11644120|4001760,11644120,4001760,-86.39,116.4412,40.0176
18472961,11635420|3981220,11635420,3981220,-82.2,116.3542,39.8122
22907343,11647740|4000880,11647740,4000880,-89.63,116.4774,40.0088
127227012,11685480|3972860,11685480,3972860,-97.86,116.8548,39.7286
22262985,11664340|4032160,11664340,4032160,-86.73,116.6434,40.3216
23096778,11717760|4019140,11717760,4019140,-93.03,117.1776,40.1914
126901125,11675620|4023060,11675620,4023060,-104.08,116.7562,40.2306
24027339,11701900|4008320,11701900,4008320,-99.19,117.019,40.0832
18488322,11620000|3975080,11620000,3975080,-89.34,116.2,39.7508
22801619,11680580|4038220,11680580,4038220,-96.98,116.8058,40.3822
23231434,11671760|3984260,11671760,3984260,-92.25,116.7176,39.8426
20942339,11678340|4003800,11678340,4003800,-86.82,116.7834,40.038
18870283,11639500|3983000,11639500,3983000,-79.63,116.395,39.83
20532226,11682980|3975920,11682980,3975920,-96.45,116.8298,39.7592
227119817,11638160|3996700,11638160,3996700,-87.8,116.3816,39.967
18927381,11711740|4015780,11711740,4015780,-82.6,117.1174,40.1578
20841219,11664520|4005660,11664520,4005660,-88.21,116.6452,40.0566
19021581,11648520|3970440,11648520,3970440,-90.69,116.4852,39.7044
23251401,11631040|3977180,11631040,3977180,-100.11,116.3104,39.7718
20485123,11676300|3981440,11676300,3981440,-100.75,116.763,39.8144
127099524,11662180|4032240,11662180,4032240,-97.75,116.6218,40.3224
22564042,11601100|3959220,11601100,3959220,-91.23,116.011,39.5922
227128267,11648440|3980080,11648440,3980080,-80.5,116.4844,39.8008
4567810,11657300|4028780,11657300,4028780,-95.6,116.573,40.2878
227768522,11647440|4000320,11647440,4000320,-88.87,116.4744,40.0032
20743426,11680360|4009960,11680360,4009960,-93.14,116.8036,40.0996
23202761,11650700|3980480,11650700,3980480,-85.68,116.507,39.8048
227213259,11667500|3991060,11667500,3991060,-80.2,116.675,39.9106
20876300,11650500|4009440,11650500,4009440,-91.47,116.505,40.0944
20867592,11667340|4001080,11667340,4001080,-90.83,116.6734,40.0108
23054281,11619620|3980280,11619620,3980280,-77.07,116.1962,39.8028
126976133,11660440|3989340,11660440,3989340,-85,116.6044,39.8934
19383554,11655740|4033440,11655740,4033440,-94.89,116.5574,40.3344
20626185,11666760|3983000,11666760,3983000,-100.41,116.6676,39.83
20924930,11652960|4011080,11652960,4011080,-77.63,116.5296,40.1108
126904963,11661680|4019300,11661680,4019300,-91.58,116.6168,40.193
20454402,11648340|3990600,11648340,3990600,-95.65,116.4834,39.906
18902534,11643920|3988480,11643920,3988480,-89.35,116.4392,39.8848
19034370,11717060|4012580,11717060,4012580,-95.89,117.1706,40.1258
22934474,11640560|3999360,11640560,3999360,-91.14,116.4056,39.9936
228505545,11642780|4004440,11642780,4004440,-80.23,116.4278,40.0444
22928596,11648800|3987720,11648800,3987720,-92,116.488,39.8772
20841219,11664400|4005360,11664400,4005360,-92.71,116.644,40.0536
24517066,11710620|4013360,11710620,4013360,-94.95,117.1062,40.1336
20546562,11656200|3974980,11656200,3974980,-76.78,116.562,39.7498
18543618,11628300|3987000,11628300,3987000,-89.62,116.283,39.87
18568194,11628560|3986460,11628560,3986460,-86.58,116.2856,39.8646
22801108,11685300|4036500,11685300,4036500,-85.35,116.853,40.365
227356875,11644420|3992020,11644420,3992020,-77.97,116.4442,39.9202
23011019,11695500|4036660,11695500,4036660,-87.33,116.955,40.3666
11223689,11642100|3984260,11642100,3984260,-96.93,116.421,39.8426
4567810,11657340|4028800,11657340,4028800,-95.55,116.5734,40.288
22221564,11653640|4024600,11653640,4024600,-86.75,116.5364,40.246
227149003,11642500|3983380,11642500,3983380,-73.72,116.425,39.8338
19092226,11665140|4018000,11665140,4018000,-109,116.6514,40.18
228505545,11643060|4004400,11643060,4004400,-72.62,116.4306,40.044
23103689,11697620|4005640,11697620,4005640,-92.58,116.9762,40.0564
228491466,11657400|3988900,11657400,3988900,-92.33,116.574,39.889
19259188,11644520|4000100,11644520,4000100,-75.53,116.4452,40.001
127342211,11649640|3980140,11649640,3980140,-81.89,116.4964,39.8014
227214793,11664740|3989160,11664740,3989160,-93.96,116.6474,39.8916
20913667,11653160|3997460,11653160,3997460,-92.75,116.5316,39.9746
20507649,11678900|3972200,11678900,3972200,-96.67,116.789,39.722
24539867,11670000|3988520,11670000,3988520,-91.41,116.7,39.8852
11507076,11718060|4016240,11718060,4016240,-88.65,117.1806,40.1624
19406387,11657940|4006560,11657940,4006560,-98.93,116.5794,40.0656
20861187,11648520|4011400,11648520,4011400,-90.77,116.4852,40.114
20598018,11680040|3972520,11680040,3972520,-96.5,116.8004,39.7252
19415098,11676280|4041720,11676280,4041720,-101.27,116.7628,40.4172
18429186,11613180|3973540,11613180,3973540,-88.86,116.1318,39.7354
227173321,11645640|3982600,11645640,3982600,-93.55,116.4564,39.826
19052555,11670380|3988380,11670380,3988380,-94.37,116.7038,39.8838
20492801,11704040|4014760,11704040,4014760,-87.68,117.0404,40.1476
129046149,11649420|3989160,11649420,3989160,-85.7,116.4942,39.8916
20335874,11650720|3973820,11650720,3973820,-93.57,116.5072,39.7382
20856577,11706280|4051320,11706280,4051320,-96.76,117.0628,40.5132
11507076,11718060|4016340,11718060,4016340,-89.58,117.1806,40.1634
20803074,11693400|4006000,11693400,4006000,-100.11,116.934,40.06
20641025,11712180|4012640,11712180,4012640,-81.71,117.1218,40.1264
23894985,11687480|4015900,11687480,4015900,-95.75,116.8748,40.159
227170250,11645040|3983260,11645040,3983260,-89.44,116.4504,39.8326
25656010,11642340|3983740,11642340,3983740,-80.13,116.4234,39.8374
20803074,11693280|4006340,11693280,4006340,-82.44,116.9328,40.0634
11143085,11658040|4008160,11658040,4008160,-91.87,116.5804,40.0816
127089285,11664300|4026680,11664300,4026680,-88.5,116.643,40.2668
25235146,11695660|4010920,11695660,4010920,-102.76,116.9566,40.1092
129803909,11721640|4016500,11721640,4016500,-96.75,117.2164,40.165
20465410,11706820|4027920,11706820,4027920,-89.26,117.0682,40.2792
23007435,11682900|4046720,11682900,4046720,-105.28,116.829,40.4672
25206731,11676760|3971880,11676760,3971880,-82.37,116.7676,39.7188
25182410,11687760|3977420,11687760,3977420,-84.91,116.8776,39.7742
19375155,11667880|4009260,11667880,4009260,-97.57,116.6788,40.0926
126929541,11644260|3998320,11644260,3998320,-77.53,116.4426,39.9832
22432202,11642000|3983060,11642000,3983060,-89.06,116.42,39.8306
129095309,11651020|4016080,11651020,4016080,-96.59,116.5102,40.1608
19064577,11684240|3980300,11684240,3980300,-81.25,116.8424,39.803
25263307,11673320|4032700,11673320,4032700,-104.07,116.7332,40.327
127212421,11683200|3973980,11683200,3973980,-98.92,116.832,39.7398
5049091,11669700|3967280,11669700,3967280,-92.02,116.697,39.6728
228085706,11673340|3990200,11673340,3990200,-82.59,116.7334,39.902
20739843,11653340|4000080,11653340,4000080,-100.85,116.5334,40.0008
20567816,11637300|3977540,11637300,3977540,-85.71,116.373,39.7754
22234826,11689440|4009500,11689440,4009500,-101.75,116.8944,40.095
227789258,11646180|3999320,11646180,3999320,-90.75,116.4618,39.9932
23099081,11713560|4013500,11713560,4013500,-91.58,117.1356,40.135
126909316,11658720|4003700,11658720,4003700,-78.63,116.5872,40.037
22306251,11660960|4002420,11660960,4002420,-78.52,116.6096,40.0242
20725306,11640000|4002100,11640000,4002100,-84.25,116.4,40.021
23272393,11636760|3982980,11636760,3982980,-97.54,116.3676,39.8298
25220809,11678020|4006620,11678020,4006620,-98,116.7802,40.0662
18969653,11640360|3988000,11640360,3988000,-96.51,116.4036,39.88
18713094,11638000|3988840,11638000,3988840,-90.42,116.38,39.8884
18556673,11631940|3982900,11631940,3982900,-86.22,116.3194,39.829
20342274,11648300|3973040,11648300,3973040,-94.42,116.483,39.7304
126918533,11689220|4005860,11689220,4005860,-87.04,116.8922,40.0586
22413515,11710740|4012320,11710740,4012320,-77.89,117.1074,40.1232
11232387,11719880|4035180,11719880,4035180,-88.5,117.1988,40.3518
18562563,11623260|3986100,11623260,3986100,-95.36,116.2326,39.861
19190785,11667540|4026200,11667540,4026200,-98.27,116.6754,40.262
20859395,11675120|4005040,11675120,4005040,-95.22,116.7512,40.0504
20485123,11676220|3981560,11676220,3981560,-100.27,116.7622,39.8156
20598018,11679740|3972420,11679740,3972420,-92.43,116.7974,39.7242
126878595,11688680|4018160,11688680,4018160,-106,116.8868,40.1816
20930818,11681700|4014000,11681700,4014000,-99.43,116.817,40.14
19301123,11646880|3995700,11646880,3995700,-91.52,116.4688,39.957
227769289,11644420|3993300,11644420,3993300,-88,116.4442,39.933
22054602,11654820|3984420,11654820,3984420,-82.77,116.5482,39.8442
129179012,11648040|3979060,11648040,3979060,-76.53,116.4804,39.7906
23822548,11646240|4001280,11646240,4001280,-99.2,116.4624,40.0128
18563585,11636480|3981140,11636480,3981140,-83.67,116.3648,39.8114
227184586,11653200|3995260,11653200,3995260,-100.07,116.532,39.9526
23143114,11639900|3973360,11639900,3973360,-89.38,116.399,39.7336
127179652,11705520|4007000,11705520,4007000,-87.51,117.0552,40.07
23975631,11657000|3979440,11657000,3979440,-95.36,116.57,39.7944
4282115,11702100|4014200,11702100,4014200,-77.76,117.021,40.142
20942101,11649040|4020180,11649040,4020180,-93.93,116.4904,40.2018
19005955,11656520|3975140,11656520,3975140,-91.47,116.5652,39.7514
226493385,11570500|3957600,11570500,3957600,-84.42,115.705,39.576
22359499,11650660|3973840,11650660,3973840,-98.8,116.5066,39.7384
127364739,11714880|4012140,11714880,4012140,-97.72,117.1488,40.1214
24531413,11663840|3990540,11663840,3990540,-82.06,116.6384,39.9054
20613379,11659740|3976060,11659740,3976060,-96.66,116.5974,39.7606
227207882,11639040|4000080,11639040,4000080,-88.15,116.3904,40.0008
227185099,11651980|3992260,11651980,3992260,-70.7,116.5198,39.9226
228113867,11667320|3990880,11667320,3990880,-83.81,116.6732,39.9088
20474625,11671760|3984240,11671760,3984240,-89.87,116.7176,39.8424
18562563,11623440|3986060,11623440,3986060,-98.07,116.2344,39.8606
20532482,11685900|3973620,11685900,3973620,-88.3,116.859,39.7362
22221513,11653640|4024600,11653640,4024600,-86.96,116.5364,40.246
22233801,11649320|4017200,11649320,4017200,-99.85,116.4932,40.172
24467411,11632260|3973320,11632260,3973320,-101.02,116.3226,39.7332
129166469,11702540|4026260,11702540,4026260,-90.47,117.0254,40.2626
23872203,11645240|4001940,11645240,4001940,-84.46,116.4524,40.0194
22963668,11644120|4001740,11644120,4001740,-80.74,116.4412,40.0174
20580355,11711200|4015900,11711200,4015900,-94.88,117.112,40.159
23011019,11695460|4037080,11695460,4037080,-86.4,116.9546,40.3708
20860931,11674440|4011600,11674440,4011600,-102.03,116.7444,40.116
20806713,11692180|4011340,11692180,4011340,-103.16,116.9218,40.1134
25122500,11649940|3976340,11649940,3976340,-104.04,116.4994,39.7634
20531459,11686680|3973680,11686680,3973680,-90.5,116.8668,39.7368
18594563,11633660|3983020,11633660,3983020,-79.51,116.3366,39.8302
22238923,11663420|4007240,11663420,4007240,-93.49,116.6342,40.0724
19415611,11676300|4041740,11676300,4041740,-102.02,116.763,40.4174
11229061,11716160|4020000,11716160,4020000,-95.41,117.1616,40.2
20856577,11706280|4051280,11706280,4051280,-96.73,117.0628,40.5128
22454986,11648380|3979780,11648380,3979780,-106.32,116.4838,39.7978
11046277,11699900|4006500,11699900,4006500,-82.73,116.999,40.065
126889605,11670840|4026320,11670840,4026320,-91.57,116.7084,40.2632
20912131,11657500|3995580,11657500,3995580,-103.5,116.575,39.9558
20753154,11656640|3989240,11656640,3989240,-82.16,116.5664,39.8924
129166469,11702460|4026260,11702460,4026260,-100.95,117.0246,40.2626
23983305,11647460|3978740,11647460,3978740,-102.83,116.4746,39.7874
19034883,11709260|4016000,11709260,4016000,-104.64,117.0926,40.16
19105033,11641540|3993980,11641540,3993980,-83,116.4154,39.9398
227202250,11646240|3997180,11646240,3997180,-87.95,116.4624,39.9718
228157643,11642640|4004320,11642640,4004320,-75.03,116.4264,40.0432
20862978,11657860|4024920,11657860,4024920,-99.88,116.5786,40.2492
22262985,11664240|4032180,11664240,4032180,-82,116.6424,40.3218
127782275,11641860|3983080,11641860,3983080,-81.37,116.4186,39.8308
22413515,11710720|4012160,11710720,4012160,-86.83,117.1072,40.1216
19329075,11665020|4034380,11665020,4034380,-106.17,116.6502,40.3438
126949779,11649060|3991120,11649060,3991120,-100.67,116.4906,39.9112
23042773,11662580|4009040,11662580,4009040,-107.93,116.6258,40.0904
19343875,11664620|4032020,11664620,4032020,-97,116.6462,40.3202
226493385,11570220|3957200,11570220,3957200,-99.02,115.7022,39.572
23098057,11702840|4020560,11702840,4020560,-92.44,117.0284,40.2056
23093961,11721860|4016380,11721860,4016380,-101.48,117.2186,40.1638
22844885,11670600|4013260,11670600,4013260,-85.54,116.706,40.1326
22217163,11676860|4034360,11676860,4034360,-93.14,116.7686,40.3436
23215051,11672220|3969200,11672220,3969200,-89.84,116.7222,39.692
22276298,11711820|4015620,11711820,4015620,-93.62,117.1182,40.1562
23902411,11682340|4006860,11682340,4006860,-97.15,116.8234,40.0686
4563458,11652440|4007660,11652440,4007660,-103.12,116.5244,40.0766
23028179,11669740|4012960,11669740,4012960,-103.47,116.6974,40.1296
126918533,11689480|4005900,11689480,4005900,-77.74,116.8948,40.059
18590721,11613540|3974180,11613540,3974180,-87.76,116.1354,39.7418
19189261,11663720|4033220,11663720,4033220,-104.76,116.6372,40.3322
22251721,11670940|4030400,11670940,4030400,-101.71,116.7094,40.304
11444355,11695240|4006160,11695240,4006160,-89.77,116.9524,40.0616
18397187,11627960|3988500,11627960,3988500,-83.56,116.2796,39.885
22286025,11711040|4010900,11711040,4010900,-89.75,117.1104,40.109
22864075,11656620|4013180,11656620,4013180,-98.57,116.5662,40.1318
17932290,11633920|3993120,11633920,3993120,-86.59,116.3392,39.9312
20762113,11648100|4078680,11648100,4078680,-97.61,116.481,40.7868
126813061,11635840|4009800,11635840,4009800,-90.93,116.3584,40.098
227177166,11642800|3990540,11642800,3990540,-86.09,116.428,39.9054
25122500,11649920|3976500,11649920,3976500,-104.47,116.4992,39.765
20580609,11711820|4015640,11711820,4015640,-85.85,117.1182,40.1564
20803329,11686480|4010540,11686480,4010540,-99.69,116.8648,40.1054
22432202,11641980|3983100,11641980,3983100,-91.82,116.4198,39.831
126882701,11663540|4012900,11663540,4012900,-81.35,116.6354,40.129
20867587,11666460|4002080,11666460,4002080,-93,116.6646,40.0208
23872203,11645180|4001940,11645180,4001940,-82,116.4518,40.0194
25206731,11676900|3971940,11676900,3971940,-85.85,116.769,39.7194
22432203,11642460|3983440,11642460,3983440,-94.38,116.4246,39.8344
128983428,11652500|4020000,11652500,4020000,-104.44,116.525,40.2
18331142,11632860|3990880,11632860,3990880,-79.22,116.3286,39.9088
22531531,11624080|3985000,11624080,3985000,-92.42,116.2408,39.85
127363203,11717020|4018280,11717020,4018280,-103.08,117.1702,40.1828
24511434,11717180|4012280,11717180,4012280,-86.96,117.1718,40.1228
25245435,11662400|4026780,11662400,4026780,-102.52,116.624,40.2678
24522697,11705520|4018080,11705520,4018080,-102.23,117.0552,40.1808
25119179,11636660|3976120,11636660,3976120,-107.9,116.3666,39.7612
23096778,11717740|4019220,11717740,4019220,-93.76,117.1774,40.1922
18399233,11630820|3984680,11630820,3984680,-85.83,116.3082,39.8468
20511243,11709920|4013760,11709920,4013760,-88.9,117.0992,40.1376
20864003,11670980|4005720,11670980,4005720,-100.15,116.7098,40.0572
20942339,11678540|4003480,11678540,4003480,-87.11,116.7854,40.0348
4327427,11714120|4015920,11714120,4015920,-103.37,117.1412,40.1592
22294475,11700000|4007600,11700000,4007600,-89.07,117,40.076
129095309,11650940|4016200,11650940,4016200,-89.58,116.5094,40.162
127038856,11637420|3997020,11637420,3997020,-89.62,116.3742,39.9702
22293449,11701940|4004700,11701940,4004700,-94.94,117.0194,40.047
227284683,11639480|3982860,11639480,3982860,-72.22,116.3948,39.8286
129139081,11638520|3996660,11638520,3996660,-78.17,116.3852,39.9666
25088203,11632540|3989560,11632540,3989560,-90.84,116.3254,39.8956
20580354,11711820|4015680,11711820,4015680,-83.44,117.1182,40.1568
20585986,11704160|4016880,11704160,4016880,-94.72,117.0416,40.1688
19323393,11644860|4001300,11644860,4001300,-90,116.4486,40.013
22296011,11728840|4018740,11728840,4018740,-87.69,117.2884,40.1874
127404163,11614220|3973620,11614220,3973620,-77.2,116.1422,39.7362
25106122,11653620|3978720,11653620,3978720,-97.82,116.5362,39.7872
22815740,11662660|4026700,11662660,4026700,-107.25,116.6266,40.267
20465410,11706840|4027980,11706840,4027980,-87.59,117.0684,40.2798
127168900,11709620|4011360,11709620,4011360,-96.08,117.0962,40.1136
24533971,11663720|3990640,11663720,3990640,-98.95,116.6372,39.9064
127776133,11680080|3972520,11680080,3972520,-97.79,116.8008,39.7252
4563458,11652340|4007620,11652340,4007620,-97,116.5234,40.0762
22801619,11681200|4037700,11681200,4037700,-103.08,116.812,40.377
22830538,11673940|4033040,11673940,4033040,-97.43,116.7394,40.3304
228085706,11673820|3990220,11673820,3990220,-83.94,116.7382,39.9022
20495373,11656040|3989380,11656040,3989380,-92.57,116.5604,39.8938
19328002,11665200|4031840,11665200,4031840,-85.18,116.652,40.3184
19422482,11657820|4006020,11657820,4006020,-93.57,116.5782,40.0602
227570121,11710500|4013960,11710500,4013960,-85.81,117.105,40.1396
127231109,11664760|3986220,11664760,3986220,-93.2,116.6476,39.8622
228085706,11673260|3989380,11673260,3989380,-94.11,116.7326,39.8938
19301123,11646940|3995720,11646940,3995720,-91.24,116.4694,39.9572
129066627,11670460|4005620,11670460,4005620,-97.05,116.7046,40.0562
23042773,11662640|4009300,11662640,4009300,-92.33,116.6264,40.093
23831242,11643540|4002700,11643540,4002700,-95.18,116.4354,40.027
22817226,11673260|4032840,11673260,4032840,-90.52,116.7326,40.3284
127768451,11639100|3987060,11639100,3987060,-89.05,116.391,39.8706
22330875,11642280|3979800,11642280,3979800,-103.18,116.4228,39.798
20881411,11663540|4003060,11663540,4003060,-101.73,116.6354,40.0306
11209092,11650860|4020540,11650860,4020540,-104.13,116.5086,40.2054
18429185,11612960|3973060,11612960,3973060,-86.72,116.1296,39.7306
25245435,11662620|4026780,11662620,4026780,-106.08,116.6262,40.2678
18556674,11631380|3982960,11631380,3982960,-92.39,116.3138,39.8296
22296011,11728640|4018540,11728640,4018540,-99.59,117.2864,40.1854
20766209,11658180|3996720,11658180,3996720,-101.47,116.5818,39.9672
20605441,11665380|3978900,11665380,3978900,-101.52,116.6538,39.789
20598018,11678780|3972160,11678780,3972160,-94.09,116.7878,39.7216
20598018,11679800|3972420,11679800,3972420,-91.67,116.798,39.7242
126918532,11689120|4005840,11689120,4005840,-83.48,116.8912,40.0584
127179652,11705580|4006980,11705580,4006980,-93.45,117.0558,40.0698
227177165,11642780|3990520,11642780,3990520,-83.7,116.4278,39.9052
22413515,11710720|4012420,11710720,4012420,-95.36,117.1072,40.1242
19382274,11695580|4056220,11695580,4056220,-98.61,116.9558,40.5622
18986498,11669660|3986460,11669660,3986460,-90,116.6966,39.8646
22994377,11655580|4024300,11655580,4024300,-102.67,116.5558,40.243
11235205,11633440|3982240,11633440,3982240,-89.41,116.3344,39.8224
23929290,11674200|4007260,11674200,4007260,-99.75,116.742,40.0726
22272971,11663880|4029860,11663880,4029860,-88.31,116.6388,40.2986
25884618,11628880|3977540,11628880,3977540,-90.84,116.2888,39.7754
20883970,11677560|4015760,11677560,4015760,-91.33,116.7756,40.1576
19035907,11656060|3965380,11656060,3965380,-100.46,116.5606,39.6538
25620171,11654500|3984420,11654500,3984420,-92.5,116.545,39.8442
22815690,11662400|4026760,11662400,4026760,-99.83,116.624,40.2676
228149195,11653320|4009080,11653320,4009080,-93.18,116.5332,40.0908
11047300,11701700|4013260,11701700,4013260,-95.3,117.017,40.1326
25221577,11649380|4015020,11649380,4015020,-99.47,116.4938,40.1502
126878084,11663220|4015300,11663220,4015300,-96.61,116.6322,40.153
18562819,11624260|3984920,11624260,3984920,-93.89,116.2426,39.8492
25219786,11685740|4005680,11685740,4005680,-89.5,116.8574,40.0568
25263307,11673280|4032580,11673280,4032580,-83.84,116.7328,40.3258
24010187,11634300|3981020,11634300,3981020,-90.27,116.343,39.8102
20864003,11671440|4005520,11671440,4005520,-95.52,116.7144,40.0552
19328258,11663660|4029880,11663660,4029880,-96.66,116.6366,40.2988
23975631,11657180|3979520,11657180,3979520,-97.85,116.5718,39.7952
228138699,11643380|3990740,11643380,3990740,-84.22,116.4338,39.9074
129182853,11663320|3963180,11663320,3963180,-86.93,116.6332,39.6318
20080139,11607480|3971520,11607480,3971520,-87.51,116.0748,39.7152
4307459,11703900|4027140,11703900,4027140,-96.87,117.039,40.2714
19423757,11663260|4024820,11663260,4024820,-92.73,116.6326,40.2482
25221835,11654160|4025040,11654160,4025040,-88.18,116.5416,40.2504
226705359,11665500|4006580,11665500,4006580,-93.56,116.655,40.0658
20585986,11703860|4016980,11703860,4016980,-100.68,117.0386,40.1698
23265749,11628920|3977560,11628920,3977560,-90.53,116.2892,39.7756
4299521,11643600|3993340,11643600,3993340,-91.04,116.436,39.9334
22415562,11702180|4014220,11702180,4014220,-85.2,117.0218,40.1422
24531413,11663800|3990580,11663800,3990580,-79.69,116.638,39.9058
20804867,11681260|4008680,11681260,4008680,-96.62,116.8126,40.0868
22961877,11641320|4003660,11641320,4003660,-94.5,116.4132,40.0366
11124356,11649540|3989240,11649540,3989240,-83.48,116.4954,39.8924
18429186,11613340|3973460,11613340,3973460,-84.34,116.1334,39.7346
20878595,11675560|4003320,11675560,4003320,-99.55,116.7556,40.0332
22415050,11707980|4018240,11707980,4018240,-88.89,117.0798,40.1824
126574723,11700540|4006260,11700540,4006260,-95.53,117.0054,40.0626
5055746,11675620|3998860,11675620,3998860,-96.75,116.7562,39.9886
22934474,11640480|3999380,11640480,3999380,-95.62,116.4048,39.9938
127033993,11645140|3991280,11645140,3991280,-93.21,116.4514,39.9128
23459529,11590120|4037000,11590120,4037000,-77.36,115.9012,40.37
20735233,11656160|4071360,11656160,4071360,-85.7,116.5616,40.7136
127782275,11641780|3982940,11641780,3982940,-86.62,116.4178,39.8294
20745731,11657900|4021020,11657900,4021020,-95.45,116.579,40.2102
24554954,11643340|3994780,11643340,3994780,-86.95,116.4334,39.9478
19314951,11645120|3993180,11645120,3993180,-82.83,116.4512,39.9318
127062916,11644700|3992000,11644700,3992000,-75.13,116.447,39.92
126890885,11650680|4020480,11650680,4020480,-92.58,116.5068,40.2048
22238923,11663400|4007220,11663400,4007220,-93.11,116.634,40.0722
23093961,11721580|4016540,11721580,4016540,-102,117.2158,40.1654
127726725,11660980|3990900,11660980,3990900,-104.32,116.6098,39.909
18948097,11654960|3989320,11654960,3989320,-87.82,116.5496,39.8932
129171332,11699900|4013840,11699900,4013840,-88.78,116.999,40.1384
127169924,11700000|4003700,11700000,4003700,-92.84,117,40.037
11049091,11651960|3976780,11651960,3976780,-91.5,116.5196,39.7678
25214666,11685720|3973720,11685720,3973720,-88.32,116.8572,39.7372
227769291,11644380|3993480,11644380,3993480,-98.3,116.4438,39.9348
19005953,11656440|3975080,11656440,3975080,-87.97,116.5644,39.7508
