0,108.4123,22.8927
0,108.4147,22.8905
0,108.4139,22.8915
0,108.4141,22.8899
0,108.4151,22.8899
0,108.4165,22.8863
0,108.4167,22.8907
0,108.4107,22.8895
0,108.4149,22.8865
0,108.4135,22.8925
0,108.4145,22.8889
0,108.4153,22.8861
0,108.4147,22.8913
0,108.4159,22.8877
0,108.4145,22.8907
0,108.4145,22.8871
0,108.4191,22.8925
0,108.4147,22.8911
0,108.4153,22.8927
0,108.4139,22.8907
0,108.4135,22.8905
0,108.4383,22.9093
0,108.4133,22.8913
0,108.4151,22.8929
0,108.4131,22.8911
0,108.4143,22.8859
0,108.4149,22.8861
0,108.4151,22.8917
0,108.4155,22.8921
0,108.4157,22.8881
0,108.4113,22.8909
0,108.4167,22.8867
0,108.4163,22.8929
0,108.4183,22.8909
0,108.4169,22.8907
0,108.4143,22.8869
0,108.4171,22.8813
0,108.4161,22.8909
0,108.4373,22.9093
0,108.4161,22.8863
0,108.4141,22.8921
0,108.4179,22.8895
0,108.4161,22.8927
0,108.4129,22.8885
0,108.4137,22.8907
0,108.4167,22.8873
0,108.4159,22.8869
0,108.4139,22.8909
0,108.4173,22.8855
0,108.4163,22.8865
0,108.4153,22.8921
0,108.4141,22.8907
0,108.4127,22.8889
0,108.4195,22.8823
0,108.4313,22.9121
0,108.4167,22.8857
0,108.4165,22.8859
0,108.4157,22.8913
0,108.4167,22.8853
0,108.4161,22.8919
0,108.4171,22.9031
0,108.4141,22.8867
0,108.4113,22.8901
0,108.4147,22.8923
0,108.4065,22.8867
0,108.4145,22.8909
0,108.4173,22.8871
0,108.4145,22.8915
0,108.4157,22.8857
0,108.4155,22.8923
0,108.4307,22.9069
0,108.4139,22.8905
0,108.4151,22.8859
0,108.4149,22.8915
0,108.4145,22.8863
0,108.4167,22.8861
0,108.4155,22.8857
0,108.4159,22.8881
0,108.4149,22.8901
0,108.4151,22.8861
0,108.4147,22.8863
0,108.4129,22.8909
0,108.4051,22.8951
0,108.4147,22.8861
0,108.4125,22.8879
0,108.4155,22.8867
0,108.4149,22.8913
0,108.4169,22.8859
0,108.4167,22.8905
0,108.4377,22.9031
0,108.4141,22.8917
0,108.4193,22.8929
0,108.4147,22.8909
0,108.4169,22.8905
0,108.4051,22.8963
0,108.4133,22.8895
0,108.4479,22.9013
0,108.4157,22.8875
0,108.4161,22.8875
0,108.4151,22.8921
0,108.4153,22.8853
0,108.4139,22.8919
0,108.4141,22.8915
0,108.4135,22.8909
0,108.4141,22.8931
0,108.4163,22.8869
0,108.4135,22.8913
0,108.4139,22.8925
0,108.4153,22.8879
0,108.4153,22.8901
0,108.4149,22.8873
0,108.4157,22.8915
0,108.4143,22.8867
0,108.4133,22.8909
0,108.4159,22.8915
