108.3797,22.8225,0
108.3797,22.8219,0
108.3785,22.8217,0
108.3773,22.8213,0
108.3773,22.8211,0
108.3783,22.8197,0
108.3787,22.8213,0
108.3759,22.8221,0
108.3771,22.8213,0
108.3777,22.8227,0
108.3771,22.8211,0
108.3737,22.8213,0
108.3779,22.8215,0
108.3779,22.8211,0
108.3761,22.8181,0
108.3763,22.8223,0
108.3787,22.8227,0
108.3807,22.8233,0
108.3785,22.8229,0
108.3783,22.8229,0
108.3785,22.8211,0
108.3783,22.8217,0
108.3787,22.8215,0
108.3781,22.8203,0
108.3779,22.8233,0
108.3779,22.8217,0
108.3779,22.8227,0
108.3781,22.8215,0
108.3791,22.8225,0
108.3775,22.8221,0
108.3773,22.8215,0
108.3779,22.8251,0
108.3773,22.8207,0
108.3755,22.8221,0
108.3765,22.8209,0
108.3785,22.8213,0
108.3769,22.8209,0
108.3763,22.8207,0
108.3773,22.8221,0
108.3775,22.8219,0
108.3775,22.8189,0
108.3793,22.8219,0
108.3791,22.8223,0
108.3765,22.8217,0
108.3767,22.8215,0
108.3769,22.8221,0
108.3757,22.8221,0
108.3783,22.8211,0
108.3783,22.8213,0
108.3781,22.8211,0
108.3769,22.8213,0
108.3767,22.8211,0
108.3755,22.8223,0
108.3793,22.8221,0
108.3775,22.8227,0
108.3753,22.8221,0
108.3759,22.8227,0
108.3785,22.8227,0
108.3781,22.8205,0
108.3765,22.8213,0
108.3761,22.8221,0
108.3765,22.8203,0
108.3765,22.8221,0
108.3789,22.8217,0
108.3769,22.8207,0
108.3775,22.8223,0
108.3791,22.8219,0
108.3777,22.8219,0
108.3763,22.8225,0
108.3775,22.8235,0
108.3759,22.8219,0
108.3781,22.8195,0
108.3765,22.8223,0
108.3789,22.8223,0
108.3783,22.8215,0
108.3769,22.8211,0
108.3779,22.8203,0
108.3769,22.8215,0
108.3775,22.8225,0
108.3781,22.8217,0
108.3781,22.8233,0
108.3765,22.8215,0
108.3787,22.8209,0
108.3767,22.8207,0
108.3779,22.8207,0
108.3787,22.8217,0
108.3787,22.8219,0
108.3789,22.8213,0
108.3773,22.8243,0
108.3785,22.8215,0
108.3761,22.8219,0
108.3763,22.8201,0
108.3763,22.8217,0
108.3771,22.8215,0
108.3767,22.8221,0
108.3781,22.8209,0
108.3783,22.8227,0
108.3765,22.8191,0
108.3809,22.8219,0
108.3795,22.8211,0
108.3767,22.8219,0
108.3787,22.8211,0
108.3767,22.8195,0
108.3783,22.8207,0
108.3761,22.8223,0
108.3809,22.8221,0
108.3769,22.8201,0
108.3765,22.8207,0
108.3783,22.8205,0
108.3767,22.8205,0
108.3783,22.8225,0
108.3753,22.8223,0
108.3797,22.8215,0
108.3763,22.8221,0
108.3767,22.8217,0
108.3037,22.8679,0
108.3753,22.8237,1
108.3747,22.8253,1
108.3747,22.8229,1
108.3765,22.8249,1
108.3741,22.8251,1
108.3747,22.8245,1
108.3787,22.8231,1
108.3749,22.8259,1
108.3737,22.8237,1
108.3753,22.8259,1
108.3741,22.8257,1
108.3743,22.8289,1
108.3749,22.8235,1
108.3795,22.8261,1
108.3749,22.8215,1
108.3757,22.8231,1
108.3749,22.8243,1
108.3747,22.8267,1
108.3771,22.8229,1
108.3735,22.8245,1
108.3439,22.8285,1
108.3749,22.8257,1
108.3759,22.8221,1
108.3769,22.8247,1
108.3747,22.8243,1
108.3749,22.8265,1
108.3747,22.8291,1
108.3763,22.8229,1
108.3751,22.8255,1
108.3761,22.8223,1
108.3767,22.8241,1
108.3737,22.8233,1
108.3763,22.8255,1
108.3763,22.8251,1
108.3745,22.8237,1
108.3755,22.8177,1
108.3745,22.8239,1
