LTE.734474.49,108.3814,22.8252,-92.124985
LTE.734474.49,108.3826,22.8254,-89.63921
LTE.734474.49,108.3816,22.8262,-102.63633
LTE.734474.49,108.3804,22.8258,-103.207535
LTE.734474.49,108.3824,22.8252,-88.48648
LTE.734474.49,108.3788,22.8252,-77.5
LTE.734474.49,108.3794,22.825,-79.75
LTE.734474.49,108.3816,22.8254,-87.73792
LTE.734474.49,108.38,22.827,-97.399994
LTE.734474.49,108.3784,22.8312,-83
LTE.734474.49,108.379,22.8272,-84.63157
LTE.734474.49,108.379,22.8274,-101.2034
LTE.734474.49,108.38,22.826,-97.83448
LTE.734474.49,108.3788,22.8262,-80
LTE.734474.49,108.3788,22.825,-103.4
LTE.734474.49,108.3804,22.8268,-100.98182
LTE.734474.49,108.3778,22.8278,-98
LTE.734474.49,108.3796,22.8284,-96.666664
LTE.734474.49,108.3792,22.825,-79.19352
LTE.734474.49,108.3808,22.826,-102.01785
LTE.734474.49,108.383,22.8258,-100
LTE.734474.49,108.3788,22.8264,-89
LTE.734474.49,108.3794,22.8274,-73.75199
LTE.734474.49,108.3828,22.8254,-89.75
LTE.734474.49,108.3792,22.8274,-71.35897
LTE.734474.49,108.3774,22.8268,-108
LTE.734474.49,108.38,22.8258,-92.34808
LTE.734474.49,108.3818,22.8254,-88.217094
LTE.734474.49,108.3782,22.8274,-102.8125
LTE.734474.49,108.3796,22.825,-90.44444
LTE.734474.49,108.3798,22.8258,-93.49997
LTE.734474.49,108.3802,22.827,-83.28571
LTE.734474.49,108.3804,22.8246,-97
LTE.734474.49,108.3832,22.8254,-87.8
LTE.734474.49,108.379,22.828,-86
LTE.734474.49,108.3744,22.8254,-95
LTE.734474.49,108.3804,22.8276,-105
LTE.734474.49,108.3772,22.8282,-105.50003
LTE.734474.49,108.3792,22.8252,-75.68648
LTE.734474.49,108.3808,22.8262,-102.160034
LTE.734474.49,108.379,22.8258,-70.32674
LTE.734474.49,108.3792,22.8256,-70.82929
LTE.734474.49,108.3782,22.8254,-91.35294
LTE.734474.49,108.38,22.825,-96.29997
LTE.734474.49,108.3786,22.8278,-97.98002
LTE.734474.49,108.379,22.8264,-90.333336
LTE.734474.49,108.3806,22.8266,-103.48146
LTE.734474.49,108.3786,22.8264,-88.666664
LTE.734474.49,108.3792,22.8258,-69.25543
LTE.734474.49,108.3812,22.8254,-89.33973
LTE.734474.49,108.377,22.828,-106
LTE.734474.49,108.3816,22.8282,-98
LTE.734474.49,108.3744,22.8256,-88
LTE.734474.49,108.3796,22.8252,-90.87178
LTE.734474.49,108.3818,22.8256,-70.67742
LTE.734474.49,108.3782,22.8276,-102
LTE.734474.49,108.3788,22.8276,-98.67242
LTE.734474.49,108.3792,22.8262,-73.72176
LTE.734474.49,108.3796,22.826,-91.13045
LTE.734474.49,108.3802,22.828,-99.69229
LTE.734474.49,108.3774,22.8246,-95
LTE.734474.49,108.3786,22.8276,-99.44829
LTE.734474.49,108.379,22.8262,-91.2
LTE.734474.49,108.3798,22.828,-98.08331
LTE.734474.49,108.3898,22.8242,-77
LTE.734474.49,108.3808,22.8282,-98
LTE.734474.49,108.3828,22.8252,-89.799995
LTE.734474.49,108.378,22.8268,-95.547615
LTE.734474.49,108.3788,22.8286,-104
LTE.734474.49,108.3792,22.8272,-72.68787
LTE.734474.49,108.3802,22.8266,-99.666664
LTE.734474.49,108.38,22.8254,-79.9367
LTE.734474.49,108.3798,22.8286,-102.00003
LTE.734474.49,108.3786,22.827,-96.7857
LTE.734474.49,108.3788,22.8278,-100.833336
LTE.734474.49,108.3792,22.8264,-70.51515
LTE.734474.49,108.3812,22.826,-89
LTE.734474.49,108.3806,22.8262,-106.4735
LTE.734474.49,108.3814,22.8256,-80.98183
LTE.734474.49,108.3804,22.8266,-105.14437
LTE.734474.49,108.3794,22.8268,-74.89286
LTE.734474.49,108.3858,22.8256,-83.666664
LTE.734474.49,108.382,22.8258,-99.29578
LTE.734474.49,108.3802,22.8252,-94.22856
LTE.734474.49,108.3782,22.8256,-79.8421
LTE.734474.49,108.3794,22.8284,-90.75003
LTE.734474.49,108.3798,22.825,-100.8
LTE.734474.49,108.3792,22.8276,-72.4459
LTE.734474.49,108.4266,22.8118,-81
LTE.734474.49,108.3794,22.8276,-76.85715
LTE.734474.49,108.3804,22.8252,-95.571434
LTE.734474.49,108.3784,22.8256,-83.249985
LTE.734474.49,108.3794,22.8262,-70.74626
LTE.734474.49,108.382,22.8252,-88.930214
LTE.734474.49,108.3792,22.8292,-96
LTE.734474.49,108.3806,22.8258,-99.740395
LTE.734474.49,108.3784,22.8276,-100.040016
LTE.734474.49,108.3794,22.8256,-74.260414
LTE.734474.49,108.38,22.8276,-100.38461
LTE.734474.49,108.381,22.8256,-80.83784
LTE.734474.49,108.3778,22.8272,-100
LTE.734474.49,108.385,22.8248,-80.333336
LTE.734474.49,108.3792,22.827,-80.38584
LTE.734474.49,108.3822,22.826,-102.38888
LTE.734474.49,108.3774,22.8256,-85.5
LTE.734474.49,108.3798,22.8278,-100.44827
LTE.734474.49,108.3784,22.831,-79
LTE.734474.49,108.379,22.827,-76
LTE.734474.49,108.3792,22.8278,-74.714294
LTE.734474.49,108.3786,22.8274,-100.27586
LTE.734474.49,108.3792,22.8268,-68.597115
LTE.734474.49,108.3828,22.8248,-89.63638
LTE.734474.49,108.3802,22.8262,-105.522064
LTE.734474.49,108.3782,22.8266,-103
LTE.734474.49,108.3792,22.8192,-100
LTE.734474.49,108.3808,22.8252,-102.28748
LTE.734474.49,108.3824,22.8256,-88.24761
LTE.734474.49,108.3788,22.8256,-71.98204
LTE.734474.49,108.3792,22.8242,-83.86664
LTE.734474.49,108.38,22.8278,-99.39131
LTE.734474.49,108.3814,22.8254,-89.36585
LTE.734474.49,108.3794,22.8258,-75.02177
LTE.734474.49,108.3796,22.8258,-90.20191
LTE.734474.49,108.3802,22.8278,-105
LTE.734474.49,108.3806,22.826,-104.81999
LTE.734474.49,108.3792,22.8198,-103.875
LTE.734474.49,108.3796,22.8248,-96.6
LTE.734474.49,108.3802,22.8268,-98.05
LTE.734474.49,108.3782,22.8238,-90
LTE.734474.49,108.3694,22.8448,-81
LTE.734474.49,108.3826,22.8256,-94.31998
LTE.734474.49,108.3806,22.8252,-97.7778
LTE.734474.49,108.3822,22.8256,-86.678055
LTE.734474.49,108.3796,22.8266,-93.608696
LTE.734474.49,108.3794,22.8278,-75.49998
LTE.734474.49,108.3792,22.8236,-82.666664
LTE.734474.49,108.3794,22.828,-76.35714
LTE.734474.49,108.3808,22.8246,-89.33329
LTE.734474.49,108.3836,22.8254,-98
LTE.734474.49,108.3778,22.8254,-99
LTE.734474.49,108.3792,22.82,-102.80001
LTE.734474.49,108.3812,22.8282,-103.5
LTE.734474.49,108.3832,22.8252,-87.73684
LTE.734474.49,108.3078,22.8422,-72
LTE.734474.49,108.3806,22.8254,-86.47945
LTE.734474.49,108.359,22.8058,-71
LTE.734474.49,108.3804,22.826,-106.32354
LTE.734474.49,108.3806,22.8268,-104.85711
LTE.734474.49,108.381,22.8254,-86.61983
LTE.734474.49,108.3784,22.8264,-88.8
LTE.734474.49,108.3816,22.8252,-84
LTE.734474.49,108.3824,22.8254,-87.89091
LTE.734474.49,108.3788,22.8254,-76.896545
LTE.734474.49,108.377,22.826,-102
LTE.734474.49,108.3772,22.8268,-84
LTE.734474.49,108.3794,22.8282,-94
LTE.734474.49,108.3788,22.8268,-84.333336
LTE.734474.49,108.3792,22.8254,-72.508965
LTE.734474.49,108.3804,22.8264,-104.54737
LTE.734474.49,108.381,22.8258,-88.47653
LTE.734474.49,108.3772,22.825,-102.375
LTE.734474.49,108.3784,22.8268,-99.96723
LTE.734474.49,108.3836,22.825,-89.2
LTE.734474.49,108.3822,22.8254,-85.96156
LTE.734474.49,108.3784,22.8272,-98.25879
LTE.734474.49,108.378,22.8272,-100
LTE.734474.49,108.3796,22.8256,-83.81664
LTE.734474.49,108.383,22.825,-92.75
LTE.734474.49,108.3796,22.824,-104.666664
LTE.734474.49,108.3802,22.826,-104.52344
LTE.734474.49,108.377,22.8278,-102.92308
LTE.734474.49,108.3834,22.8252,-95
LTE.734474.49,108.3794,22.8286,-104.68296
LTE.734474.49,108.3798,22.8252,-90.40385
LTE.734474.49,108.3812,22.8256,-83.08803
LTE.734474.49,108.3794,22.827,-76.55913
LTE.734474.49,108.382,22.826,-92.99998
LTE.734474.49,108.3788,22.8258,-71.258064
LTE.734474.49,108.3808,22.8254,-87.96946
LTE.734474.49,108.3824,22.8258,-96.85714
LTE.734474.49,108.3778,22.8264,-88.84615
LTE.734474.49,108.3804,22.8254,-90.153275
LTE.734474.49,108.3774,22.8252,-102.89997
LTE.734474.49,108.379,22.8256,-72.34684
LTE.734474.49,108.3798,22.8274,-101.25
LTE.734474.49,108.3808,22.8258,-93.7341
LTE.734474.49,108.3812,22.8262,-102.666664
LTE.734474.49,108.3786,22.8272,-94.08696
LTE.734474.49,108.3792,22.8266,-69.464096
LTE.734474.49,108.3792,22.8284,-93.5
LTE.734474.49,108.3794,22.8172,-101
LTE.734474.49,108.377,22.825,-102.333336
LTE.734474.49,108.3794,22.8272,-72.434395
LTE.734474.49,108.382,22.8262,-102
LTE.734474.49,108.3776,22.8264,-85.18179
LTE.734474.49,108.3802,22.8254,-82.867645
LTE.734474.49,0.0022,0.0004,-75.86109
LTE.734474.49,108.379,22.8278,-106.833336
LTE.734474.49,108.3794,22.8244,-93
LTE.734474.49,108.38,22.8264,-102.16438
LTE.734474.49,108.378,22.8256,-94.09091
LTE.734474.49,108.3788,22.8274,-98.47
LTE.734474.49,108.3792,22.826,-72.26609
LTE.734474.49,108.3816,22.8256,-82.037766
LTE.734474.49,108.3794,22.8252,-76.66668
LTE.734474.49,108.38,22.8272,-92.26316
LTE.734474.49,108.3786,22.8258,-70.64706
LTE.734474.49,108.379,22.8244,-99
LTE.734474.49,108.3798,22.8262,-102.0144
LTE.734474.49,108.3774,22.824,-88
LTE.734474.49,108.3788,22.827,-94.32354
LTE.734474.49,108.3802,22.8256,-79.62618
LTE.734474.49,108.3776,22.8266,-86.57143
LTE.734474.49,108.3776,22.8268,-100.99999
LTE.734474.49,108.378,22.8254,-95.00003
LTE.734474.49,108.3788,22.8272,-86.1714
LTE.734474.49,108.3802,22.8258,-92.68384
LTE.734474.49,108.377,22.8268,-84
LTE.734474.49,108.3782,22.8272,-102.28571
LTE.734474.49,108.3798,22.8256,-84.910645
LTE.734474.49,108.3784,22.8274,-99.4
LTE.734474.49,108.3804,22.827,-94.700005
LTE.734474.49,108.3826,22.8248,-90.888916
LTE.734474.49,108.383,22.8252,-87.09784
LTE.734474.49,108.381,22.8282,-101.75
LTE.734474.49,108.3826,22.825,-91.23528
LTE.734474.49,108.3804,22.8262,-106.004906
LTE.734474.49,108.3806,22.8256,-81.859825
LTE.734474.49,108.3784,22.827,-96.8
LTE.734474.49,108.3796,22.8254,-89.727295
LTE.734474.49,108.3802,22.8274,-105
LTE.734474.49,108.3818,22.8258,-92.1
LTE.734474.49,108.3768,22.8246,-104.599976
LTE.734474.49,108.3782,22.8278,-99.2
LTE.734474.49,108.3802,22.824,-108
LTE.734474.49,108.3822,22.8262,-95.8
LTE.734474.49,108.3796,22.8272,-86.32788
LTE.734474.49,108.38,22.8266,-88.13636
LTE.734474.49,108.3782,22.828,-91
LTE.734474.49,108.3798,22.8264,-101.016815
LTE.734474.49,108.382,22.8256,-85.646774
LTE.734474.49,108.3794,22.8266,-74.34374
LTE.734474.49,108.3828,22.826,-101.76471
LTE.734474.49,108.378,22.8276,-103.375
LTE.734474.49,108.3792,22.828,-77.804344
LTE.734474.49,108.3806,22.8246,-99.125
LTE.734474.49,108.3788,22.826,-98.13635
LTE.734474.49,108.383,22.8254,-91.98276
LTE.734474.49,108.3806,22.8264,-108.15383
LTE.734474.49,108.381,22.825,-94.5
LTE.734474.49,108.3782,22.8268,-94.942856
LTE.734474.49,108.3802,22.8264,-104.880424
LTE.734474.49,108.3818,22.8248,-86
LTE.734474.49,108.3806,22.8282,-106
LTE.734474.49,108.3826,22.8252,-91.776695
LTE.734474.49,108.3802,22.8282,-104.2
LTE.734474.49,108.3822,22.8252,-86.919655
LTE.734474.49,108.3796,22.8262,-89.60758
LTE.734474.49,108.3782,22.8252,-98
LTE.734474.49,108.3814,22.8266,-110
LTE.734474.49,108.397,22.816,-91
LTE.734474.49,108.3796,22.828,-98.9412
LTE.734474.49,108.38,22.8256,-80.32558
LTE.734474.49,108.3818,22.825,-84.55556
LTE.734474.49,108.3834,22.8254,-94
LTE.734474.49,108.3794,22.8288,-90.22222
LTE.734474.49,108.3798,22.8254,-89.703316
LTE.734474.49,108.3814,22.825,-75.5
LTE.734474.49,108.3816,22.8258,-90.4
LTE.734474.49,108.3794,22.8254,-75.69564
LTE.734474.49,108.3798,22.8272,-76.29787
LTE.734474.49,108.3774,22.825,-103.125
LTE.734474.49,108.3786,22.8268,-89.76471
LTE.734474.49,108.379,22.8254,-74.344444
LTE.734474.49,108.384,22.825,-80
LTE.734474.49,108.3808,22.8256,-82.66251
LTE.734474.49,108.3804,22.8256,-82.54705
LTE.734474.49,108.3816,22.826,-92.42857
LTE.734474.49,108.3784,22.8244,-108
LTE.734474.49,108.3794,22.8242,-100
LTE.734474.49,108.38,22.8262,-102.78098
LTE.734474.49,108.3786,22.8256,-72.34682
LTE.734474.49,108.3798,22.826,-95.13515
LTE.734474.49,108.38,22.828,-99.50002
LTE.734474.49,108.382,22.825,-87.55556
LTE.734474.49,108.3794,22.826,-72.50687
LTE.734474.49,108.3794,22.8264,-68.73333
LTE.734474.49,108.3814,22.826,-95.44444
LTE.734474.49,108.382,22.8254,-87.268196
LTE.734474.49,108.3768,22.8256,-101.4
LTE.734474.49,108.3796,22.8264,-103.928566
LTE.734474.50,108.3804,22.8244,-98.666664
LTE.734474.50,108.381,22.8256,-80.147835
LTE.734474.50,108.3828,22.825,-100
LTE.734474.50,108.3802,22.8236,-91.25
LTE.734474.50,108.3788,22.825,-95.42859
LTE.734474.50,108.3806,22.8254,-82.99999
LTE.734474.50,108.3796,22.8234,-98.07692
LTE.734474.50,108.3802,22.8254,-93.910255
LTE.734474.50,108.3796,22.8252,-88.75825
LTE.734474.50,108.38,22.8228,-90
LTE.734474.50,108.3818,22.8256,-60.847633
